Highway,County,Freight count location,Day of Date1,Percentage Change
I-5,King,I-5 at King/Snohomish county line,"April 7, 2020",-40%
I-5,King,I-5 at Northgate,"April 7, 2020",-35%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 7, 2020",-61%
I-5,King,I-5 at SODO (Holden),"April 7, 2020",-46%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 7, 2020",-39%
I-5,King,I-5 at King/Snohomish county line,"April 6, 2020",-26%
I-5,King,I-5 at Northgate,"April 6, 2020",-34%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 6, 2020",-53%
I-5,King,I-5 at SODO (Holden),"April 6, 2020",-44%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 6, 2020",-39%
I-5,King,I-5 at King/Snohomish county line,"April 5, 2020",-50%
I-5,King,I-5 at Northgate,"April 5, 2020",-54%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 5, 2020",-84%
I-5,King,I-5 at SODO (Holden),"April 5, 2020",-63%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 5, 2020",-72%
I-5,King,I-5 at King/Snohomish county line,"April 4, 2020",-56%
I-5,King,I-5 at Northgate,"April 4, 2020",-41%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 4, 2020",-77%
I-5,King,I-5 at SODO (Holden),"April 4, 2020",-45%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 4, 2020",-71%
I-5,King,I-5 at King/Snohomish county line,"April 3, 2020",-35%
I-5,King,I-5 at Northgate,"April 3, 2020",-35%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 3, 2020",-60%
I-5,King,I-5 at SODO (Holden),"April 3, 2020",-48%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 3, 2020",-42%
I-5,King,I-5 at King/Snohomish county line,"April 2, 2020",-26%
I-5,King,I-5 at Northgate,"April 2, 2020",-35%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 2, 2020",-57%
I-5,King,I-5 at SODO (Holden),"April 2, 2020",-50%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 2, 2020",-47%
I-5,King,I-5 at King/Snohomish county line,"April 1, 2020",-22%
I-5,King,I-5 at Northgate,"April 1, 2020",-32%
I-5,King,I-5 at Seattle/SLU (Boylston),"April 1, 2020",-55%
I-5,King,I-5 at SODO (Holden),"April 1, 2020",-46%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"April 1, 2020",-40%
I-5,King,I-5 at King/Snohomish county line,"March 31, 2020",-31%
I-5,King,I-5 at Northgate,"March 31, 2020",-31%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 31, 2020",-55%
I-5,King,I-5 at SODO (Holden),"March 31, 2020",-50%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 31, 2020",-49%
I-5,King,I-5 at King/Snohomish county line,"March 30, 2020",-21%
I-5,King,I-5 at Northgate,"March 30, 2020",-32%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 30, 2020",-59%
I-5,King,I-5 at SODO (Holden),"March 30, 2020",-41%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 30, 2020",-46%
I-5,King,I-5 at King/Snohomish county line,"March 29, 2020",-57%
I-5,King,I-5 at Northgate,"March 29, 2020",-43%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 29, 2020",-81%
I-5,King,I-5 at SODO (Holden),"March 29, 2020",-64%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 29, 2020",-74%
I-5,King,I-5 at King/Snohomish county line,"March 28, 2020",-66%
I-5,King,I-5 at Northgate,"March 28, 2020",-52%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 28, 2020",-78%
I-5,King,I-5 at SODO (Holden),"March 28, 2020",-62%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 28, 2020",-69%
I-5,King,I-5 at King/Snohomish county line,"March 27, 2020",-21%
I-5,King,I-5 at Northgate,"March 27, 2020",-33%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 27, 2020",-60%
I-5,King,I-5 at SODO (Holden),"March 27, 2020",-53%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 27, 2020",-53%
I-5,King,I-5 at King/Snohomish county line,"March 26, 2020",-13%
I-5,King,I-5 at Northgate,"March 26, 2020",-24%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 26, 2020",-53%
I-5,King,I-5 at SODO (Holden),"March 26, 2020",-49%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 26, 2020",-40%
I-5,King,I-5 at King/Snohomish county line,"March 25, 2020",-18%
I-5,King,I-5 at Northgate,"March 25, 2020",-15%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 25, 2020",-47%
I-5,King,I-5 at SODO (Holden),"March 25, 2020",-38%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 25, 2020",-25%
I-5,King,I-5 at King/Snohomish county line,"March 24, 2020",-8%
I-5,King,I-5 at Northgate,"March 24, 2020",-13%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 24, 2020",-45%
I-5,King,I-5 at SODO (Holden),"March 24, 2020",-33%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 24, 2020",-30%
I-5,King,I-5 at King/Snohomish county line,"March 23, 2020",8%
I-5,King,I-5 at Northgate,"March 23, 2020",-6%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 23, 2020",-44%
I-5,King,I-5 at SODO (Holden),"March 23, 2020",-25%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 23, 2020",-26%
I-5,King,I-5 at King/Snohomish county line,"March 22, 2020",-35%
I-5,King,I-5 at Northgate,"March 22, 2020",-10%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 22, 2020",-70%
I-5,King,I-5 at SODO (Holden),"March 22, 2020",-50%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 22, 2020",-56%
I-5,King,I-5 at King/Snohomish county line,"March 21, 2020",-30%
I-5,King,I-5 at Northgate,"March 21, 2020",-2%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 21, 2020",-55%
I-5,King,I-5 at SODO (Holden),"March 21, 2020",-44%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 21, 2020",-59%
I-5,King,I-5 at King/Snohomish county line,"March 20, 2020",1%
I-5,King,I-5 at Northgate,"March 20, 2020",-3%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 20, 2020",-38%
I-5,King,I-5 at SODO (Holden),"March 20, 2020",-23%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 20, 2020",-33%
I-5,King,I-5 at King/Snohomish county line,"March 19, 2020",-9%
I-5,King,I-5 at Northgate,"March 19, 2020",-17%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 19, 2020",-36%
I-5,King,I-5 at SODO (Holden),"March 19, 2020",-24%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 19, 2020",-26%
I-5,King,I-5 at King/Snohomish county line,"March 18, 2020",-5%
I-5,King,I-5 at Northgate,"March 18, 2020",2%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 18, 2020",-37%
I-5,King,I-5 at SODO (Holden),"March 18, 2020",-22%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 18, 2020",-24%
I-5,King,I-5 at King/Snohomish county line,"March 17, 2020",-11%
I-5,King,I-5 at Northgate,"March 17, 2020",1%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 17, 2020",-35%
I-5,King,I-5 at SODO (Holden),"March 17, 2020",-19%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 17, 2020",-32%
I-5,King,I-5 at King/Snohomish county line,"March 16, 2020",-4%
I-5,King,I-5 at Northgate,"March 16, 2020",0%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 16, 2020",-33%
I-5,King,I-5 at SODO (Holden),"March 16, 2020",-13%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 16, 2020",-27%
I-5,King,I-5 at King/Snohomish county line,"March 15, 2020",-9%
I-5,King,I-5 at Northgate,"March 15, 2020",6%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 15, 2020",-57%
I-5,King,I-5 at SODO (Holden),"March 15, 2020",-30%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 15, 2020",-56%
I-5,King,I-5 at King/Snohomish county line,"March 14, 2020",-28%
I-5,King,I-5 at Northgate,"March 14, 2020",-10%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 14, 2020",-44%
I-5,King,I-5 at SODO (Holden),"March 14, 2020",-30%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 14, 2020",-51%
I-5,King,I-5 at King/Snohomish county line,"March 13, 2020",-25%
I-5,King,I-5 at Northgate,"March 13, 2020",-6%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 13, 2020",-33%
I-5,King,I-5 at SODO (Holden),"March 13, 2020",-7%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 13, 2020",-42%
I-5,King,I-5 at King/Snohomish county line,"March 12, 2020",-16%
I-5,King,I-5 at Northgate,"March 12, 2020",1%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 12, 2020",-28%
I-5,King,I-5 at SODO (Holden),"March 12, 2020",-1%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 12, 2020",-29%
I-5,King,I-5 at King/Snohomish county line,"March 11, 2020",-22%
I-5,King,I-5 at Northgate,"March 11, 2020",-1%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 11, 2020",-29%
I-5,King,I-5 at SODO (Holden),"March 11, 2020",-4%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 11, 2020",-32%
I-5,King,I-5 at King/Snohomish county line,"March 10, 2020",-20%
I-5,King,I-5 at Northgate,"March 10, 2020",-1%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 10, 2020",-26%
I-5,King,I-5 at SODO (Holden),"March 10, 2020",-7%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 10, 2020",-20%
I-5,King,I-5 at King/Snohomish county line,"March 9, 2020",-6%
I-5,King,I-5 at Northgate,"March 9, 2020",2%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 9, 2020",-27%
I-5,King,I-5 at SODO (Holden),"March 9, 2020",-3%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 9, 2020",-31%
I-5,King,I-5 at King/Snohomish county line,"March 8, 2020",-19%
I-5,King,I-5 at Northgate,"March 8, 2020",14%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 8, 2020",-43%
I-5,King,I-5 at SODO (Holden),"March 8, 2020",-10%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 8, 2020",-47%
I-5,King,I-5 at King/Snohomish county line,"March 7, 2020",-40%
I-5,King,I-5 at Northgate,"March 7, 2020",7%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 7, 2020",-42%
I-5,King,I-5 at SODO (Holden),"March 7, 2020",-8%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 7, 2020",-49%
I-5,King,I-5 at King/Snohomish county line,"March 6, 2020",-28%
I-5,King,I-5 at Northgate,"March 6, 2020",-2%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 6, 2020",-24%
I-5,King,I-5 at SODO (Holden),"March 6, 2020",3%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 6, 2020",-42%
I-5,King,I-5 at King/Snohomish county line,"March 5, 2020",-24%
I-5,King,I-5 at Northgate,"March 5, 2020",3%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 5, 2020",-11%
I-5,King,I-5 at SODO (Holden),"March 5, 2020",7%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 5, 2020",-22%
I-5,King,I-5 at King/Snohomish county line,"March 4, 2020",-26%
I-5,King,I-5 at Northgate,"March 4, 2020",2%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 4, 2020",-40%
I-5,King,I-5 at SODO (Holden),"March 4, 2020",10%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 4, 2020",-27%
I-5,King,I-5 at King/Snohomish county line,"March 3, 2020",-24%
I-5,King,I-5 at Northgate,"March 3, 2020",3%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 3, 2020",-58%
I-5,King,I-5 at SODO (Holden),"March 3, 2020",6%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 3, 2020",-33%
I-5,King,I-5 at King/Snohomish county line,"March 2, 2020",-26%
I-5,King,I-5 at Northgate,"March 2, 2020",0%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 2, 2020",-51%
I-5,King,I-5 at SODO (Holden),"March 2, 2020",3%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 2, 2020",-37%
I-5,King,I-5 at King/Snohomish county line,"March 1, 2020",-24%
I-5,King,I-5 at Northgate,"March 1, 2020",27%
I-5,King,I-5 at Seattle/SLU (Boylston),"March 1, 2020",-81%
I-5,King,I-5 at SODO (Holden),"March 1, 2020",11%
I-5,King,I-5 at Federal Way (Enchanted Pkwy),"March 1, 2020",-52%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"June 3, 2020",-34%
I-5,Snohomish,I-5 at Lynnwood (156th),"June 3, 2020",-35%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"June 2, 2020",-36%
I-5,Snohomish,I-5 at Lynnwood (156th),"June 2, 2020",-33%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"June 1, 2020",-37%
I-5,Snohomish,I-5 at Lynnwood (156th),"June 1, 2020",-30%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 31, 2020",-66%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 31, 2020",-59%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 30, 2020",-59%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 30, 2020",-63%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 29, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 29, 2020",-29%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 28, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 28, 2020",-30%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 27, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 27, 2020",-27%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 26, 2020",-42%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 26, 2020",-22%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 25, 2020",-57%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 25, 2020",-49%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 24, 2020",-55%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 24, 2020",-59%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 23, 2020",-46%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 23, 2020",-42%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 22, 2020",-34%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 22, 2020",-33%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 21, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 21, 2020",-31%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 20, 2020",-40%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 20, 2020",-32%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 19, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 19, 2020",-25%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 18, 2020",-41%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 18, 2020",-31%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 17, 2020",-66%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 17, 2020",-55%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 16, 2020",-53%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 16, 2020",-51%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 15, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 15, 2020",-34%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 14, 2020",-36%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 14, 2020",-28%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 13, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 13, 2020",-33%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 12, 2020",-41%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 12, 2020",-36%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 11, 2020",-39%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 11, 2020",-34%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 10, 2020",-60%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 10, 2020",-59%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 9, 2020",-51%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 9, 2020",-45%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 8, 2020",-40%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 8, 2020",-35%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 7, 2020",-38%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 7, 2020",-40%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 6, 2020",-44%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 6, 2020",-43%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 5, 2020",-43%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 5, 2020",-34%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 4, 2020",-42%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 4, 2020",-35%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 3, 2020",-71%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 3, 2020",-66%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 2, 2020",-62%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 2, 2020",-65%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"May 1, 2020",-49%
I-5,Snohomish,I-5 at Lynnwood (156th),"May 1, 2020",-38%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 30, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 30, 2020",-48%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 29, 2020",-43%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 29, 2020",-41%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 28, 2020",-34%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 28, 2020",-35%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 27, 2020",-46%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 27, 2020",-36%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 26, 2020",-72%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 26, 2020",-64%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 25, 2020",-69%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 25, 2020",-64%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 24, 2020",-50%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 24, 2020",-40%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 23, 2020",-48%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 23, 2020",-38%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 22, 2020",-52%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 22, 2020",-45%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 21, 2020",-49%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 21, 2020",-40%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 20, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 20, 2020",-33%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 19, 2020",-70%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 19, 2020",-61%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 18, 2020",-61%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 18, 2020",-53%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 17, 2020",-48%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 17, 2020",-42%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 16, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 16, 2020",-38%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 15, 2020",-49%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 15, 2020",-43%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 14, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 14, 2020",-41%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 13, 2020",-57%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 13, 2020",-49%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 12, 2020",-78%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 12, 2020",-76%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 11, 2020",-63%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 11, 2020",-59%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 10, 2020",-55%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 10, 2020",-56%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 9, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 9, 2020",-38%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 8, 2020",-46%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 8, 2020",-49%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 7, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 7, 2020",-46%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 6, 2020",-53%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 6, 2020",-51%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 5, 2020",-75%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 5, 2020",-74%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 4, 2020",-70%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 4, 2020",-71%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 3, 2020",-52%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 3, 2020",-47%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 2, 2020",-53%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 2, 2020",-46%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"April 1, 2020",-47%
I-5,Snohomish,I-5 at Lynnwood (156th),"April 1, 2020",-48%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 31, 2020",-53%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 31, 2020",-46%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 30, 2020",-54%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 30, 2020",-43%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 29, 2020",-73%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 29, 2020",-75%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 28, 2020",-70%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 28, 2020",-71%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 27, 2020",-54%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 27, 2020",-53%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 26, 2020",-49%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 26, 2020",-43%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 25, 2020",-40%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 25, 2020",-36%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 24, 2020",-37%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 24, 2020",-26%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 23, 2020",-32%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 23, 2020",-18%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 22, 2020",-51%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 22, 2020",-49%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 21, 2020",-43%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 21, 2020",-38%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 20, 2020",-26%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 20, 2020",0%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 19, 2020",-32%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 19, 2020",-19%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 18, 2020",-25%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 18, 2020",-26%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 17, 2020",-31%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 17, 2020",-22%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 16, 2020",-28%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 16, 2020",-18%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 15, 2020",-50%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 15, 2020",-57%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 14, 2020",-48%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 14, 2020",-41%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 13, 2020",-30%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 13, 2020",-42%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 12, 2020",-31%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 12, 2020",-35%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 11, 2020",-29%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 11, 2020",-11%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 10, 2020",-20%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 10, 2020",-11%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 9, 2020",-21%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 9, 2020",-14%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 8, 2020",-49%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 8, 2020",-49%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 7, 2020",-41%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 7, 2020",-61%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 6, 2020",-29%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 6, 2020",-32%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 5, 2020",-14%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 5, 2020",-13%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 4, 2020",-26%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 4, 2020",-33%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 3, 2020",-25%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 3, 2020",-26%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 2, 2020",-31%
I-5,Snohomish,I-5 at Lynnwood (156th),"March 2, 2020",-19%
I-5,Snohomish,I-5 at Everett (Marine View Drive),"March 1, 2020",-44%
